,Unnamed: 0,ID,Name,Date,Title,Review,Rating,Movie Name,Theatres
160,160,/tt1695843,jazzyhawt,28 July 2023," Haunted Mansion fans in for a treat!
","Such a great, fun and creative movie! Being able to take a few iconic lines from the ride and create an entire story from it is so impressive (i.e. ""and a ghost will follow you home"" from the ride leading to one of the major reasons why all the characters have to return to the mansion is so good!). Adding in the New Orleans flare with the all the originality of the ride and the endearing and funny characters makes this a must see! If you're a big fan of the ride, like my family and I are, then you'll appreciate and be excited to look for all of the little details from the ride that are interspersed throughout the movie. Hats off the to the director, the actors, the writers and everyone involved with the film, loved it!","





10/10
",Haunted Mansion,"['Mayajaal Multiplex', 'Palazzo IMAX', 'PVR VR Chennai Anna Nagar', 'INOX Luxe Phoenix Market City, Velachery', 'PVR Heritage RSL ECR Chennai']"
161,161,/tt1695843,dan_slentz,30 July 2023," Fun Movie.. Certainly Better than the first ""H.M.""
","Reel Tunez, The Radio Show All About the Movies - Movie Review (7/30/23): ""Disney's Haunted Mansion""This new Haunted Mansion is far better than Disney's previous attempt. The story line is good and so is the acting. Effects look good, as well as sets and digital creations.Though at times it felt a little more like a Disney Channel Movie, it the cinematic quality makes this a great movie for the big screen.There are a few fun cameos, and some well-known stars.On a 1-10 scale, I'd give this about a 5.8. Keep in mind that rarely will you see a rating from me above an 8 or below a 3... and any movie below a 5.0 I consider not worth watching. So a 5.8 is a respectable score and worth catching at the theater.","





6/10
",Haunted Mansion,"['Mayajaal Multiplex', 'Palazzo IMAX', 'PVR VR Chennai Anna Nagar', 'INOX Luxe Phoenix Market City, Velachery', 'PVR Heritage RSL ECR Chennai']"
162,162,/tt1695843,omarantoniofigueroa-34563,26 July 2023," An Enchanting Comeback to Disney Classics
","Prepare for a delightfully spooky film that pays homage to Disney's golden era. This Halloween-inspired adventure captures the eerie charm of beloved classics like ""Hocus Pocus"" and ""Halloweentown"" with a fresh and chilling twist. With an exceptional cast, unexpected thrills, and heart-racing adventures, it's destined to become a haunting Halloween classic. Critics may have reservations, but audiences will be entranced by this bone-chilling experience. Brace yourself for a captivating Doom-buggy ride that sets the stage for an exciting franchise. ""Haunted Mansion"" delivers an unforgettable and immersive experience, leaving you longing for more. Deserves a sequel!","





9/10
",Haunted Mansion,"['Mayajaal Multiplex', 'Palazzo IMAX', 'PVR VR Chennai Anna Nagar', 'INOX Luxe Phoenix Market City, Velachery', 'PVR Heritage RSL ECR Chennai']"
163,163,/tt1695843,jennandsami,27 July 2023," Fun and Frightful movie
","Disney really listen to fans after the 1st movie with Eddie Murphy was a fail and did feel like the haunted mansion ride
With that being said this was definitely a feel good movie.: This movie has it all and really brings in all aspects of the Haunted mansion ride that we all love along from the long hallways, stretching room , Madame Leota and even the famous Hatbox ghost who is looking for that one more ghost ! Just Expect with this movie to go thru alot of different emotions from being at the edge of your seat to laughing your head off . What a great movie that will now be a Halloween classic to watch with your family .","





10/10
",Haunted Mansion,"['Mayajaal Multiplex', 'Palazzo IMAX', 'PVR VR Chennai Anna Nagar', 'INOX Luxe Phoenix Market City, Velachery', 'PVR Heritage RSL ECR Chennai']"
164,164,/tt1695843,geenieweenie,27 July 2023," It made me cry... OF HOW BAD IT IS
","I've been a massive fan of the ride since I was a child and have been into the lore since I was a teenager... this movie felt like an insult, it is more planned than the Eddie Murphy one? Yes. It is more emotional and iconic? No. In this new movie the ghosts doesn't even had personality, they felt very empty and my favorite character felt like a joke. The jokes were just awful and the comedy felt forced and cheesy (The mansion is known for having cheesy jokes but they made it worse here). The designs are lazy, the AI art was unnecessary, the music is boring. The cast is good, the acting is great, my only problem is that they have Tiffany Haddish and Jared Leto as main characters which is a shame knowing what they have done... they should have kept Guillermo Del Toro to save this movie.Let's say this movie is just a quick cashgrab made for little kids, not for the fans. And no, this doesn't feels like Hocus Pocus at all, don't insult that movie from my childhood. I'm giving it 3 stars just because i'm not that bad.","





3/10
",Haunted Mansion,"['Mayajaal Multiplex', 'Palazzo IMAX', 'PVR VR Chennai Anna Nagar', 'INOX Luxe Phoenix Market City, Velachery', 'PVR Heritage RSL ECR Chennai']"
165,165,/tt26224944,peterfmodel,19 July 2023," Impressive animation
","The animation was impressive, when the movie began I almost though for a moment it was a live action adaptation. The combat scenes are very impressive, easily as good as anything else I have ever seen. The story arc reminded me a lot of some of the Ghost in the Shell movies, as they were complex and convoluted. This is not a movie where you can turn your brain off. I watched a dubbed version, so I could not tell if the issue was the translation or not, but I suspect the story arc was complex. The character arcs were in character and great. It was really good to see Shinya Kôgami back again, Kôgami and Akane are my favourite characters.At one stage I though the movies had gone on too long, but that was only for a moment and when they launch he final assault it was intense. Apart from that small period of time, the entire 2 hours seems to fly past in no time. The movie ended in a manner which may me realise the rumours of what happens to Akane was correct and it made sense. I see what the next season of Psyco Pass will be about and I can hardly wait.","





9/10
",Psycho-Pass: Providence,"['SPI Escape Multiplex', 'PVR Heritage RSL ECR Chennai']"
166,166,/tt26224944,harrypotter-48736,21 July 2023," Good but can be improved
","Personally I would score this anime 9, but I know many parts in this movie can still be improved. The animation could be more smooth. There will a couple second I feel people were toddling in stead of walking.I know there are a lot of good sci-fi anime out there, but to me this is my favorite. What attracts me the most is how each character made their decision and their logic behind it.Akane has always been a very mature character. After she knows what the system is in the first season, she said one day the system will shut down when people find a way to replace you, but now we still need you. In this movie Akane said there is a role for the system, but it needs a coexist power to control it. She knows the system is not good, but she understands how important the system is for everyone. She didn't want to abolish it, but kept looking for a way to restraint it. In the end Akane sacrificed her self to preserve the legal system. From the beginning to this movie, the anime picture an ordinary person (doesn't has special skills, nor a sociopath) pursue the justice while keeping her principle.","





9/10
",Psycho-Pass: Providence,"['SPI Escape Multiplex', 'PVR Heritage RSL ECR Chennai']"
167,167,/tt15477202,psychhelp,29 July 2023," Subliminal messaging at it's peak
","Sathyanathan is about one who always tells the truth, but due to his flaws in character he is crucified. His major flaw is loose tongue and being over smart. His leaked audio tapes are supposed to be a result of his loose tongue rather than his actual involvement. He is such a sweet guy who would never do it because he is Sathyanathan. Pan-Indian obsession is also present in the film in a form that could be thought out in Sathyapurshotaman's regular films. Major Ravi would have been better for the NIA Officer's role and for creating credibility of association that the film sought. Sathyapurshothman seems like he has gone through a lower eyelid lift to slide back as a lovely image in the heart's of mass followers. Apart from the subliminal messaging, it's an okay story with an ample opportunity to feast on the actor's yesteryear antics and talents, and without any cheap double entendres. Last-time, a version of it was in Bro Daddy. The image's in the opening credits seemed like the film was meant for someone else and then it was repurposed, it seemed like a whitened out Manoj K. Jayan. Film was made into a perfect brand carrier, heavy subliminal messaging from the beginning to end, planned success celebrations started even before the film was properly launched and staged interview moments alongside with fans from all ages was a good show. It feels like Sathyapurshothman has successfully tested the waters and can sign up for new films without any worries. This is legendary power-play, something political parties should learn on how to mold a positive narrative even after conducting any publicly disfavoring deeds. A pleasant thing witnessed in the film was involving some semi-forgotten actors and actresses back onto the big screen.","





6/10
",Voice of Sathyanathan,"['SPI Escape Multiplex', 'Mayajaal Multiplex', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'INOX Luxe Phoenix Market City, Velachery', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
168,168,/tt15477202,joyalbrightt,29 July 2023," A Fun Family emotional entertainer !
","A Fun Family emotional entertainer !Its not a great film, not at all a realstic film, it has some logical issues and cliches but
its a dileep Cinema which Family audience Love , yeah thats it ...!Stand out performance is Joju George Intense role and Joju George that is a dynamic combo THESE DAYS ,raffi did fine work over-all as writer and director!And smoothest role ever for Jagapathi Babu Siddique is funny and music n bgm is decent ,other technical sides is weak !And surely i can say there is only one family super star; Dileep Neatly done and shine in his role as SATHYANATHAN
looks like super hit is loading ... hopefully it will ....!","





8/10
",Voice of Sathyanathan,"['SPI Escape Multiplex', 'Mayajaal Multiplex', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'INOX Luxe Phoenix Market City, Velachery', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
169,169,/tt15477202,ashvinsajan,31 July 2023," Fun family entertainment movie
","Its a good fun family movie. Dileep performance is nice. Old vintage dileep is back. Joju George acting was very nice emotional scene are fabulous. Dileep-Veena combo is good. Dileep- Siddique combo humour are completly workouted. Its a fantastic family comedy movie and the movie doesn't compared to earliest Dileep -Raffi movies, its a different movie comedy thriller movie. Simple story with some realistic and unrealistic things.. Dileep -Siddique slapstick humour are very fun and others are situational comedies. Veena nadakumar character is bold and loud its a different approach and she act thats very nicely.","





10/10
",Voice of Sathyanathan,"['SPI Escape Multiplex', 'Mayajaal Multiplex', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'INOX Luxe Phoenix Market City, Velachery', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
170,170,/tt15477202,ksooryadath,29 July 2023," It's a great feel good entertainer... Never miss to watch it on theatres with your family.. worth watching
","It's a great feel good entertainer... Never miss to watch it on theatres with your family.. worth watching.Dileep as usual did a great performance
Joju George has also done the job perfectly
First half is a bit lengthy.... The humour worked well on some places... A decent first half and a very good second half .... Other cast also have done a good performance... Never miss it on theatres.. do watch it with your family.... Felt the story little bit old but still if you go to the theatres with your family it is worth watching.... After disaster keshu ee veedinte nadhan this is something great to watch and a great comeback for the janapriya Nayagan dileep..
Thank you for reading my review.🤝","





10/10
",Voice of Sathyanathan,"['SPI Escape Multiplex', 'Mayajaal Multiplex', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'INOX Luxe Phoenix Market City, Velachery', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
171,171,/tt14914988,mayanklouteriya,29 June 2023," Delightful A worth watch movie. - itsbymayank
","A love story with the heart in the right place that's Satyaprem Ki Katha. It is engaging, and entertaining performances from all characters..Kiara & Kartik worked fine.Satya Prem ki Katha is a genuine love story with some great music, a light screenplay, and an emotional plot, it is not only RomCom.Kartik and Kiara Advani each has a strong appearance and on-screen connection.The supporting actors did good jobs with their parts.Overall, it is a well-made film that is good Infront of Some Bollywood Rom-Com kinda movies.This Movie showed a well known but rarely talked topic and a message for orthodox society.Movie Ends fine.Review of Satyaprem Ki Katha by itsbymayank - Mayank Bharat Bhushan Louteriya.","





7/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
172,172,/tt14914988,Biswas_,1 July 2023," Wished it ended better...
","Satyaprem ki Katha or SKP is supposed to be a romantic film but it actually carries a very serious topic for discussion.The film starts off very average with some poor comedy scenes and some forgettable dance numbers but after 30 mins , the film starts to sail and sails at full speed revealing some shocking facts about Katha.Let's talk about how maturely the director has churned out this sweet romantic film. The film never jumps to kissing or such things but very slowly and steadily and very carefully moved the romantic track forward and knowing the story of Katha , this kind of treatment is very mature and needed. A blank faced Kiara slowly and steadily shifts to a more happy joyful faced Kiara and the transition is done beautifully!!!Dealing with the story of Katha, SatyaPrem aka Sattu also is handed a very mature character, never really jumping to doing odd stuff but makes sure he slowly and steadily and carefully takes steps forward in comforting and solacing Katha and this is where the beautiful chemistry arises between them that never never never felt forced but comes naturally and you start to get invested in their love story . Kudos to Sameer Vidhwans for handling this sensitive romantic film so well. These days romantic films have a tendency to jump too quickly to adult scenes but not this one. FOR THE LOVE STORY AND THE SERIOUS TOPIC , KUDOS TO THE MAKERS!!However, it's not perfect. The comedy is a hit and miss especially the dysfunctional comedy in the first 30 mins. Few comic sequences later do make you grin but overall, i felt these sequences could have been reduced and hence reduce the overall running length of the film. The songs are the biggest negative point imo. They are placed badly , and yeah, the nightmare is true, Pasoori Nu is actually present right inside the film and doesn't fit the sequence where it is presented at all. You see a film like Akash Vaani where there was a similar sequence in the snow with the beautiful song Padh Gaye Ji and it suited the sequence so well. Wished a similar kind of song was present in that sequence in this film. Also, the climax , the Puja sequence, very poorly ended!! It almost felt the film was about a start a new chapter (or rather you would feel the climax is about to start there ) and to my utter disappointment, the film actually ended there (meaning it was not the start of the climax but the end of the film there) !! A courtroom sequence would have done so much more justice to the ending instead of an abrupt ending.Performance. Kiara Advani is the star of the show . Her transition from a depressed lady to a happy joyful comfortable lady is just flawless. She nails the emotional scenes in this film. Next is Kartik who handles a mature character very well and brings in the natural innocence he brings with every such character he plays . His transition from being a zero to a hero is commendable. His scenes with Kiara are so beautiful and heartwarming. Gajraj rao shares a terrific chemistry with Kartik .Overall, SKP is a must watch. I don't know how you guys tolerated TJMM but SKP is a million times better than that film in terms of chemistry and love angle.","





8/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
173,173,/tt14914988,lounisphography,6 July 2023," I felt like watching a very long music video
","The cinematography was well done. Nice colours throughout the film.The story was very basic and full of usual cliche. Nothing new to be remembered.What bother me in that film was the humour. The joke was so childish. Even the main character acted like a child most of the time. It was painful to watch.The actress did a good job however ad she didn't have to make jokes.In the first half of the film, the actress didn't like the main actor and I dont blame her for it.As I'm from Western Europe, perhaps it's the difference in culture that makes me cringe every time they delivered their lines.I forget about this movie as soon as I left the screen.","





4/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
174,174,/tt14914988,mayankshukla1404,1 July 2023," A refreshing rom-com!
","I was pleasantly surprised by Satyaprem Ki Katha. A very mature take on love, marriage and relationships underlining a social taboo.The film starts on a light note but gets serious as it progresses. Performances elevate the film and both the leads shine. This is one of the best performances from Kartik Aaryan. But it is Kiara Advani who steals the show. She not only looks breathtakingly beautiful but delivers a brilliant performance as well. What an actress she has proved to be!Music is pretty good too with Le Aaunga sung by Arijit Singh being the best of the lot. Amongst the rest Aaj Ke Baad is the one you carry along with you.Director Sameer Vidwans makes an impressive debut in Hindi cinema. This hatke romantic comedy certainly deserves a watch.","





7/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
175,175,/tt14914988,mandalezzaj,29 June 2023," Satyaprem Ki Katha
","Satyaprem Ki Katha is a heartfelt love story that resonates deeply. With its engaging narrative and captivating performances, this film truly stands out. It not only boasts great music and memorable songs but also presents a unique blend of romance and comedy.The chemistry between Kiara and Kartik is simply remarkable, leaving a lasting impression on the audience. Moreover, the film's screenplay strikes a perfect balance between lightheartedness and emotional depth, making it much more than just a typical romantic comedy.The supporting actors deliver commendable performances, adding depth and nuance to their respective roles. Collectively, the cast contributes to the overall success of the movie.Satyaprem Ki Katha sheds light on a well-known yet rarely discussed topic, serving as a powerful message for a society bound by orthodoxy. It tackles the subject matter with sensitivity and addresses important societal issues.While Satyaprem Ki Katha has its strengths, it is not without flaws. One of the shortcomings is that at times it diverts from its central idea, causing some inconsistency in the storytelling. This can occasionally detract from the overall impact of the film.Furthermore, although the ending of the movie wraps up the narrative, there is a sense that it could have been better executed. It feels somewhat rushed and lacks the finesse that one would hope for in a satisfying conclusion. This rushed ending can leave viewers wanting more and may not do justice to the emotional journey depicted throughout the film.It's important to acknowledge that while Satyaprem Ki Katha has its imperfections, it still manages to deliver an engaging story, remarkable performances, and memorable music. The film's flaws, such as the diversion from the central idea and the hurried ending, should be considered in the overall evaluation, but they don't overshadow its positive aspects.","





7/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
176,176,/tt14914988,SAMTHEBESTEST,29 June 2023," Multiple Taboos Trapped In A Mess
","Satyaprem Ki Katha (2023) :
Movie Review -Sameer Vidwans brings a sensitive love story, ""Satyaprem Ki Katha,"" with Kartik Aaryan and Kiara Advani. The romantic genre doesn't get many pure films anymore in Bollywood. The last of those quality romantic dramas were ""Rab Ne Bana Di Jodi"" and ""Veer Zaara"". It's been more than a decade now since we have seen a classic romance because nobody actually has enough sense to catch the nerve of the genre. Nowadays, it's all about taboos, and sometimes it works too, but the outcome is never supposed to become a timeless tale. Sameer Vidwans, who has directed an atrangi romantic comedy like ""YZ,"" has a taboo breaking concept again that he attempts to mould into a family-friendly and crowd-pleasing entertainer. But what a big mess he has created, and what immature flaws in the screenplay that lack even a basic sense.Satyaprem, aka Sattu (Kartik Aaryan), is a typical Gujju bachelor who is desperately waiting for his Baydi (wife) but isn't getting one. On one fine Navratri evening, he sees a cracker of a girl, Katha (Kiara Advani), and falls in love with her. Katha, however, clarifies that she is in a relationship with someone. Sattu is ready to wait, and his wait ends after a year when he saves Katha from a suicide attempt. It's an arranged marriage for them, which starts off with a little hesitation from both sides. However, their language is quite bold and bindass-not just them two, but the entire family. That's where the film starts drowning as the logic begins to fade. Katha reveals that she is asexual, but let me warn you that this isn't the 'big suspense' the team has kept hidden for months. There are plenty more twists, deceptions, and conflicts waiting for you that will turn this romantic drama-cum-family drama into a sensitive social film.SPKK starts off like ""Jab Me Met,"" then turns into the ""Highway"" zone and ""Shubh Mangal Saavdhan"" and finally ends up being ""Pink"". Karan Sharma has gone through all films and taken a piece from each to create his own original script. However, Satyaprem Ki Katha gets nowhere as it fails to make its identity stand out. The first big flaw is Kiara's so-called taboo secret, which is totally illogical. Why would an asexual girl ever engage in an affair with a guy when she knows that she isn't capable of carrying it along? The second big flaw is child-abuse hints that are quickly turned into normal, while the first impression clearly states it as ""No, daddy no."" What was that, then? A father-son duo having an open discussion about every funny thing suddenly starts hiding normal things like 'rape'? We read it every day in the newspaper and see it on news channels; then what's so taboo about it? The climax is a wholesome disaster put together, as Tapan's arrest is absolutely senseless. How can someone prove a rape case in court after a year? It's common sense, man, that you need to go through a medical test within 24 hours to prove it. How can one mess this basic thing up? SPKK is nothing but multiple taboos coming together to create a mess, and it's a damn lengthy one like your daily soaps.One good thing about Kartik Aaryan is that he is not getting typecast like he used to before the pandemic. Dhamaka, Bhool Bhulaiyaa 2, Freddy, Shehzada, and now Satyaprem Ki Katha, he has at least kept variety in his roles. Sattu's smile is irritating sometimes, but defining a man is what everyone's going to love. I would not forgive him for keeping his trademark ""Problem ye hai ki..."" monologue incomplete for the second time this year. Kiara Advani's breathtaking moves start winning you over from her very first appearance, but later on she starts getting repetitive. I was like, I have seen this face and these expressions before in ""Jugjugg Jeeyo"" and ""Good Newwz"". Supriya Pathak hasn't been used well when there is so much scope for her character. She was the lady of the house and could have gone with some hard-hitting one-liners on her husband, but alas, they didn't realise her potential or her character. Gajraj Rao and Siddharth Randeria are fine as typical fathers, while Rajpal Yadav (that terrible first frame of him bum), Shikha Talsania, Bhumi Rajgor, Bhaumik Ahir, and Nirmiti Sawant don't have enough screenspace.Musically, Satyaprem Ki Katha is a winner, even though the timing of the songs isn't quite right. Naseeb Se, Gujju Patakha, Sun Sajni, and Aaj Ke Baar are good, while Pasoori is hardly decent. The cinematography and choreography of the songs are lavish and gorgeous. All the songs have good lyrics, too. If there is any misfire, then it has to be the film's editing. 146 minutes for this big mess.. Who approved it? Having 15 minutes of one daily episode cut down might have left me less angry. Sameer Vidwans started off with atrangi ""YZ"" and then went on to make a classic like ""Anandi Gopal"" (his best work ever and is likely to remain so), then again went down with chaotic ""Dhurala"". He couldn't get over Dhurala's mess with Satyaprem Ki Katha, I feel. This time on a larger scale and with a bigger budget, that's the only difference. It's quite funny that two films on the importance of Sex in Marriage life-having two completely opposite directions-are coming on the same day. Lust Stories Chapter 1 says, ""Sex is the key to a happy marriage,"" and Satya Prem Ki Katha tells, ""Sex is not the key to a happy marriage."" Coincidentally, both don't make much sense after all. Overall, SPKK is a wannabe social and good film trapped in a messy screenplay. I wish they had been aware of their own motives. Feminism, manhood, sexual trauma, social taboos, romance, comedy, and family drama-it was just too much for one film with no senior face.RATING - 4/10*","





4/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
177,177,/tt14914988,spjek,30 June 2023," A thought provoking social drama disguised as a Romantic Comedy
",Wow. This movie isn't what anyone expects it to be. I just loved how the movie changes genre with one twist mid way through the movie. Such a thought provoking drama disguised as a rom com. It will certainly not be an easy watch for anyone who is expecting a cute romantic comedy but will delight anyone who wants to see something new and relevant.This is perhaps Kiara's best acted movie and even Karthik Aryan who is his usual self in the first half raises his game in the second half of the movie. Supriya Pathak is delightful in the movie and Gajraj Rao gives another terrific performance. The story is completely fresh and the direction of such a sensitive topic is masterful. The movie is applause-worthy. I hope it does well.,"





8/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
178,178,/tt14914988,shaikhirshad-41223,30 June 2023," Musical & Emotional....
","We've heard many stories like this before even seen in many movies of how the pain that women suffers and go through with it by not telling anyone and by doing that thing the culprit will easily ran away. This is the whole narrative of the film.But the way director has presented this story is worth watchable. From started the movie takes up the pace slow by building it's characters and not revealing the secrets. This type of screenplay what I like about when you feel the tension that what is the secret that the film is not telling to the audience and when the secret revealed that moment was mesmerising where you can easily connect with the characters and felt their emotions throughout the film.Kartik & Kiara deserves a thumbs up for their incredible performances, specially in emotional scenes both were outstanding.There's also one man that I have to mentioned in the supporting role and he supported the film really well name is Gajraj Rao as always superb performance and what an artist he is specially in father role he is really suitable. Music is superb of this film every song has a connection to the characters and it has place right at that moment where it should be.You can say after a long time we have seen a musical bollywood romance film with a proper story and performance.Must watch for 1 time for it's story, songs and emotional scenes......","





8/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
179,179,/tt14914988,puranjanbasak,4 July 2023," SATYAPREM KI KATHA:-not just a rom-com
","Satyaprem ki katha is a musical romantic comedy drama film directed by sameer vidwans.Kartik aaryan has given a great performance here. He still has room for improvement, especially in the scenes where he needs to breakdown and shed a tear or two. In this film, it looked like he was trying too much to cry which should have been more organic. Kiara advani, though, hits it out of the park. She is a tremendous dramatic actress. It was evident here throughout. The scene, where she outbursts in her trauma is excellent. She is one of the few actresses that look more beautiful while crying. She is extremely pretty. Gajraj rao, supriya pathak and the supporting cast are good.The screenplay in the first half was good, but i hoped for it to be much better. The comedic gags, worked in some places but looked out of place in many scenes. The songs seemed to elongate the first half. The placement of the song 'le aaunga' is bad. The second half, in comparison, and in general, is the main hero of the film. The conflict point and the drama building is very good. The social context, the ignorance is shed light upon. The acting performances, go one notch up.The music and background score is very good. The songs are melodious and power packed, respective of their genre. 'Le auunga' and 'aaj ke baad' are two great romantic numbers. The garba songs too are very good. The chemistry between kartik and kiara work big time. This pair will work wonders in the upcoming years. I would have liked for the film to go deeper into the subject of date rape, the knowledge of base and all, but it still provided a very vivid commentary to the matter. And that itself elevates it from just a rom-com to something that you will remember.The cinematography is good. Specially one shot, after katha comes out with her trauma, satyaprem tries to confront her and talk to her but he cannot. The use of light and the two persons beyond and in front of the door make up for a really good scene.","





9/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
180,180,/tt14914988,tusharchandwani,30 June 2023," The Worst Movie Ever
","As an avid movie enthusiast, I have had my fair share of cinematic disappointments, but none quite compare to the abomination I recently witnessed: ""Satyaprem Ki Katha."" This film, if it can even be called that, is an utter catastrophe from start to finish.From the very beginning, it becomes painfully evident that the creators of this movie had no idea what they were doing. The plot is nonsensical and disjointed, leaving viewers puzzled and questioning the purpose of the story. It jumps haphazardly from one poorly executed scene to another, lacking any coherence or logical progression.The writing is nothing short of atrocious. The dialogue is cringe-inducing, filled with clichés and laughably bad one-liners. It's as if the script was penned by an amateur with no understanding of character development or meaningful storytelling. The attempts at humor fall flat, leaving the audience in a state of disbelief rather than laughter.The acting is equally horrendous. The cast delivers wooden performances, devoid of any emotional depth or believability. It feels as though the actors themselves are embarrassed to be associated with such a train wreck of a production. The lack of chemistry between the characters further highlights the film's overall incompetence.The visual effects, or lack thereof, are nothing short of laughable. The CGI is poorly rendered, looking like something out of a low-budget video game from the early 2000s. It's clear that the filmmakers cut corners in this department, resulting in scenes that are unintentionally comical rather than visually impressive.Furthermore, the cinematography and editing are amateurish at best. The camera angles and framing choices are inexplicably odd, often leaving important details out of frame or focusing on irrelevant elements. The editing is choppy and inconsistent, adding to the overall confusion and frustration.The film's soundtrack is forgettable and unremarkable, failing to enhance or elevate any of the already lackluster scenes. It's as if the music was an afterthought, thrown together without any consideration for how it would complement the visuals or evoke any emotional response from the audience.In conclusion, ""Satyaprem Ki Katha"" is undoubtedly the worst movie I have ever had the misfortune of watching. Its incoherent plot, cringe-worthy dialogue, abysmal acting, laughable visual effects, and overall lack of artistic merit make it a true disaster in the world of cinema. Save yourself the agony and avoid this film at all costs.","





1/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
181,181,/tt14914988,cifarshayar,9 July 2023," Old story but better treatment
",Satyaprem Ki Katha has amazing ensemble which give a bigger chance for better entertainment but I think the opportunity is lost. The movie entirely concentrates between two protagonist leaving others without any effective dialogue or scene in the movie.Kartik Aryan is good in his role and better than his last film Shahzada but when we have seen him in Freddy like movie giving surprise so we can hope for trying something different in the future also apart from his lover boy roles. But he has done a good job and so is the performance of Kiara Advani who did justice to her character. But the movie has more opportunity with other characters which I think has lost.,"





6/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
182,182,/tt14914988,paarthumesh,1 July 2023," Excellent
","""Satyaprem ki Katha"" is a remarkable piece of storytelling that captivates audiences with its profound message and engaging narrative. The film beautifully weaves together elements of drama, romance, and spirituality to present a thought-provoking tale that resonates deeply with viewers.One of the standout aspects of ""Satyaprem ki Katha"" is its powerful storytelling. The film skillfully unfolds the journey of its protagonist, Satyaprem, who undergoes a transformative experience that challenges societal norms and encourages self-discovery. The narrative is filled with compelling twists and turns that keep viewers hooked until the very end.Furthermore, the film explores universal themes such as love, truth, and the pursuit of happiness, offering a fresh perspective on these timeless concepts. Through Satyaprem's personal journey, the audience is compelled to reflect on their own lives, inspiring introspection and a desire for personal growth.The performances in ""Satyaprem ki Katha"" are outstanding, with each actor bringing depth and authenticity to their characters. The lead actor's portrayal of Satyaprem is particularly commendable, as they effectively convey the character's emotional turmoil and growth. The supporting cast also delivers stellar performances, enhancing the overall impact of the film.Visually, the movie is a treat for the eyes, featuring breathtaking cinematography and stunning locations. The director's meticulous attention to detail and artistic vision are evident throughout, creating a visually immersive experience that complements the narrative beautifully.Overall, ""Satyaprem ki Katha"" is an enlightening and captivating film that leaves a lasting impression. Its compelling storytelling, profound themes, stellar performances, and visually striking presentation make it a must-watch for cinema enthusiasts and anyone seeking a thought-provoking and uplifting cinematic experience.","





9/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
183,183,/tt14914988,skmenon1993,29 June 2023," A Social Message conveyed well through Family Drama
","***Satyaprem Ki Katha Hindi Movie Review***Directed by Sameer Vidwans starring Kartik Aryan & Kiara Advani in lead role. Also starring Gajraj Rao, Supriya Pathak , Shikha Talsania , Siddharth Randeria and Anuradha Patel.Bankrolled by Nadiadwala Grandson Entertainment - NGE Namah PicturesSocial Message through Family Drama - A One Line Movie Review.. mPlot of the Movie.Karthik Aryan as Satyaprem is desparately wanting for a girl and one fine day he met his love Katha alias Kiara Advani. But life turns haywire unexpectedly in Sathu's life which challenges him & how he overcomes it forms the rest part of the movie.Analysis of the Movie.1) Writer Karan Shrikant Sharma beautifully penned down the plot. Intially in every movie, Satyaprem ki Katha travels the journey of a boy who by first sight falls in love, dreams of her etc etc but post the marriage, story takes a turn which makes more interesting to watch.2) Screenplay doesn't falls nose div as when 2 different plots when merged into a one, flaws happens but here there came a moment when audience felt this would be the end but a twist which makes it convinceable3) Kartik Aryan flawless carried his character. By the end of the movie, his image is now a next door boy kinda type.4) After Bhool Bhulaiyaa, Kartik - Kiara jodi hits for a six again5) Kiara Advani post her watching performances in Good News, Sathyaprem ki Katha is a movie which widens the platform for her to perform and she done it well.6) Gajraj Rao , Bollywood's new friendly comic father. He is just spot on & no audience can suggest a better artist than him.7) Introduction song of Kartik was fabulous followed by other decent melodious songs.Overall the movie able to deliver the message without loosing the entertainment ingredients.","





10/10
",Satyaprem Ki Katha,['SPI Escape Multiplex']
