,index,movie,names,reviews
435,435, gopikrishna paradise a c , satya v s , ayanavaram gopi krishna complex 3 3 2018 review more 
436,436, gopikrishna paradise a c , sundar , not proper seats or ambiance 
437,437, gopikrishna paradise a c , ramesh aravindh , a year ago best theatre with dolby atmos srl 4d technology and extra special is their rgb laser projection with 4d audio 4k 3d visual seats are good but leg space is very less don t book last rows seats the leg space is literally 0 better to book more 
438,438, gopikrishna paradise a c , alexsander s , only for just 100rs but even not worth for that 100rs also worst theatre without ac damaged seat sound quality is bad 1 response from the owner4 years ago hi bro i wish you to come and have a look at gopikrishna screen to check the 4k projector and dolby atmos sound and push back seats just following up all friends who 
439,439, gopikrishna paradise a c , sugumaran karthick , visiting first time here good visual quality worth the price 5 am show for darbar ultimate experience 
440,440, gopikrishna paradise a c , kamlesh lal b , good but it will more awesome when the sound system upgraded to dolby atmos and the main issue is seats are not comfortable it will be more good when the seats are little bit larger customer service is good more 1 response from the owner4 years ago 
441,441, gopikrishna paradise a c , hemanth kumar jhk , theater is slightly interior from main road located in between ayanavaram road and new avadi road very big screen and seat capacity seats seems to be old and uncomfortable restroom maintenance is also worst snacks are overrated 3puffs more 
442,442, gopikrishna paradise a c , dhivya physio , sound system of the theater was very good seats weren t proper comfortable seats needed to be changed since it made me feel a little back ache while more 4 response from the owner4 years ago 
443,443, gopikrishna paradise a c , mr_bk_gamer , 4 years ago gud place to watch movie for first day with all the friends not with family uncleaned toilet 
444,444, gopikrishna paradise a c , santhosh kumar j , bad toilet seems like they clean it once a week very unhygienic to the core and not recommended to family and even as an individual no proper cleaning even inside the screen foods ahh literally too ovverated 10rs juice bottle is 40rs more 
445,445, gopikrishna paradise a c , ksa sb , new old theatre ac not effective 
446,446, gopikrishna paradise a c , ajay sankar , worst one they just simply cancel the show by saying like generator not there power cut even ticket checker is also not there so no ticket needed for watching movie we can simply go inside no cleanlinesssmelly no advantages only cons not suitable for family 
447,447, gopikrishna paradise a c , lingeshwer elangovan , worst experience theatre needs development it s a very old theatre the screens are too bad theatre is completely unhygienic 
448,448, gopikrishna paradise a c , g vignesh , worst theatre experience in my life no sound no fan and no clear screen note motthathula theatre print ahh vangi theatre la partha matri eruku 
449,449, gopikrishna paradise a c , ashok s , fans forts complete entertainment for fans best theatre to watch for rajini ajith vijay movies from 2015 vedhalam i started to watched fdfs r a v movies on this theatre more 
450,450, s2 theyagaraja cinema hall , prashant tulasi , theatre wise no issues the screen was superb and most of them who come there are family and college buddies parking fees is 20 for single movie but the car park area is cramped and it more 
451,451, s2 theyagaraja cinema hall , vivek mech , new parking ambience was good but seat comfort is bad sound projection is quite good parking fee is very less compared to other theatre in chennai important thing in seat comfort is worst which we relate it to other pvr theatre it must be improve 
452,452, s2 theyagaraja cinema hall , lava k , 3 months ago the seating is very hard and not comfortable the theatre is huge but the parking is chargeable more 
453,453, s2 theyagaraja cinema hall , aishu molu , nice theatre there is a vast parking lot in the front the place is maintained clean the screen and sound effects are also good my recommendation is to get a large popcorn with coke combo when the group is big wherein we can refill both unlimitedly 
454,454, s2 theyagaraja cinema hall , deepak m , theatre opens us up to experiencing different perspectives that we may not be aware of or contemplated theatre s way of examining dialogue monologue and character allows us to flex our empathy muscles in other words understanding more 
455,455, s2 theyagaraja cinema hall , dinakaran pannerselvam , i had very much the worst experience in this place i came here half an hour before the show time i thought i could sit in the waiting place and move on i never find any such kind of place itself i ask the staff where to sit they show more 
456,456, s2 theyagaraja cinema hall , madhanbt , screen well projected no issues ambience neat and clean well maintained inside seating comfortable more 
457,457, s2 theyagaraja cinema hall , pradeep kumar , seats are quite old and not soft cushion and back rested screen and sound quality are descent performers the new movie released they charge 190 rs more 
458,458, s2 theyagaraja cinema hall , dilli babu , parking for two wheeler is only 10 good while exiting we should return the ticket a c in screen 2 is very very poor seat leg space is enough to sit and watch screen but walk in towards seat row is really hard i don t know which genius more 
459,459, s2 theyagaraja cinema hall , udhaya y2u , new screen experience nice but seat not comfortable gents rest room have only urinal toilet there no latin toilet latin toilet is also mandatory in rest rooms 
460,460, s2 theyagaraja cinema hall , bala saravanan , new screen is medium not big car parking is an issue though the parking fee is less sound effect and ac is good 
461,461, s2 theyagaraja cinema hall , mohan krishna kanth b , excellent crowd every time nicely maintained auditoriums best part more 
462,462, s2 theyagaraja cinema hall , kabilesh m , new car parking is a mess seating is like rock hard and it s horrible to sit and watch a movie for 2 3hrs more 
463,463, s2 theyagaraja cinema hall , dr karthic poornima , theatre is good but car parking is horrible experience we can t even wait outside road before the previous show finishes that road itself heavy traffic very less space for car parking snacks are little costly restrooms and thetre is neat and clean 
464,464, s2 theyagaraja cinema hall , ajithkumar krishnan , there is no place for seating inside theatre u200d plz do some arrangements for seating 
465,465, s2 theyagaraja cinema hall , israel v , last night we watched viduthalai sound was very low and poor even though we informed them no brightness in screen overall worst experience for good movie more 
466,466, s2 theyagaraja cinema hall , aadarsh hanuman , one of the best movie experiences in chennai iconic theatre in thiruvanmiyur modified by spi now pvr more 
467,467, s2 theyagaraja cinema hall , arunachaleswaran sri , worst experience thunivu show was at 7 40 am 14th jan it was 8 am the show did not start and management said that cleaning is in progress then around 8 15 we were sent in then we noticed that there was some technical issue for 1 more 
468,468, s2 theyagaraja cinema hall , gowri shankar g , if you drive a car parking is a hassle let s say you come in early you will park at a spot at the front and people who come after will park behind you after the show you have to wait for them take their car out first before you can more 
469,469, s2 theyagaraja cinema hall , revathy thangarajan , worst theatre experience there was no ac at all the complete a row was suffering the entire movie time we were sweating even after complaining to the theatre staff there was no proper fix done it was just blame game that happened did not expect this in s2 theyagaraja 
470,470, s2 theyagaraja cinema hall , akr ajeeth kumar , very nice place seating is good sound also parking facilities good service minimum chargeable 10 rs 
471,471, s2 theyagaraja cinema hall , anusha kannan , the theater experience is good and no doubt in it but no restrooms in the ground floor for ladies imagine any lady old or young pregnant or sick will be willing to step out and take a break watching a movie but jo restrooms please look into it 
472,472, s2 theyagaraja cinema hall , amit bhat , 3 days ago new good pvr to watch movie 
473,473, s2 theyagaraja cinema hall , karthick ramesh , new worst audio no atmos only rdx audio no go for english movies cant even hear a single word when complained they say audio format from paramount pictures is not good funniest excuse of all time 
474,474, s2 theyagaraja cinema hall , miuhd tamil , pvr the sound quality is top notch everytime i used to go here s2 theyagaraja theatre last time i watched sisu movie the sound was awsome i recommend you guys can go here if you like to get more 
475,475, s2 theyagaraja cinema hall , rakesh krishnamurthy , new the worst ever seating i have experienced i had a back pain and knee pain now pvr please renovate the seats like your other theatres more 
476,476, s2 theyagaraja cinema hall , mounaguru periyasamy , 2 weeks ago new i went to watch maaveeran movie bad movie but theatre was okay restrooms are clean but park not good and they re charging for parking screen okay but sound quality not good 
477,477, s2 theyagaraja cinema hall , madhumadhesh , new dull screen at the back screen looks like a std tv screen size with less brightness not engagable with dull screen sound good 
478,478, s2 theyagaraja cinema hall , kp pillai , pop corn they are cheating like anything 220 for small everytime long queue for snacks went for ps2 no display of rates for snacks and they are charging 220 for small popcorn in interval we have to lose 20 mins for snacks 
479,479, s2 theyagaraja cinema hall , rajashree s , pop corn is too good theatre is also good but unfortunately i got the corner seat and some part of the screen is hidden due to the staircase wall this disturbs me a lot while watching the movie else it was a good experience 
480,480, s2 theyagaraja cinema hall , amudhesh d , good theatre for seeing movies audio quality is good try booking centre seats for better experience 
481,481, s2 theyagaraja cinema hall , dinesh kumar , ok ok not much of renovation happened can t feel pvr movie experience with ambience or screening parking is another challenge avoid car if possible 
482,482, s2 theyagaraja cinema hall , viveksiddharth m , 2 years ago nice ambience a good quality of maintenance nice place to watch movies with family but the cost of parking and popcorn is not affordable neat and clean maintenance sunday s were very crowded that space of parking size is not enough space to stop our vehicles good lightings nice services 
483,483, s2 theyagaraja cinema hall , ganesh kumar , new dolby atmos 5 1 but there is not much crowd everytime i went only 20 to 25 ppl in cinema 
484,484, s2 theyagaraja cinema hall , த மர ச ச ல வன , watched ps 2 screen no 1 good theatre in thiruvanmiyur sound quality not expected but very clean and neat theatre rush in weekend or movie release 
485,485, s2 theyagaraja cinema hall , balarajapriya badrinarayan , the theatre screen was good but the prices were little expensive the food items were very limited and the screens which shows the menu did not work its very disappointing to see a pvr to be in this condition 
486,486, s2 theyagaraja cinema hall , vigneshwaran r , popcorn quality got deteriorated they are charging 330 for new category mega which was large before they charge extra 20 for butter more 
487,487, s2 theyagaraja cinema hall , saiphanindra muvvala , sound experience was nice screen is small and it s not clear at all never expected such a low quality screening from pvr 
488,488, s2 theyagaraja cinema hall , sethumuthu ramalingam , good screen good sound clean and hygiene more 
489,489, s2 theyagaraja cinema hall , manikandan k , i recently visited a pvr cinema and was extremely disappointed with the sound quality despite being in one of their premium theaters the audio was muffled and lacked clarity it was difficult to understand the dialogue and the background more 
490,490, s2 theyagaraja cinema hall , jagadeesh kumar r , the theatre is located very near to tiruvanmiyur junction all the covid safety measures are being followed here hygiene is good picture clarity and dolby sound is good ambience is nice and vehicle parking is also there good quality snacks are available 
491,491, s2 theyagaraja cinema hall , salai shiva balan , they had very good theatre and the picture and audio quality was good they had to improve on their seating as it was not comfortable compared with competitive theatres 
492,492, s2 theyagaraja cinema hall , lawrence melvin , one of the best cinema in thiruvanmiyur though it has only two screen both of them are very big and the sound quality is really good about the snacks the popcorn price is cheap compared to sathyam and other big cinema 
493,493, s2 theyagaraja cinema hall , shenbagapriyai manoharan , sound quality is good visited for a vintage film the experience was great and beyond words 
494,494, s2 theyagaraja cinema hall , aravind s , large screens equipped with 7 1 dolby atmos as of jan 23 been 10 years since i previously visited yet the ambiance and quality of the popcorn haven t changed a bit yum one of the best theaters in chennai 
495,495, s2 theyagaraja cinema hall , sreekaarthik sv , i m from salem came to chennai for summer holidays visited here for ps 2 movie shocked while seeing its ticket fare of rs 381 56 rs 40 for 2 tickets the popcorn cost of rs 250 
496,496, s2 theyagaraja cinema hall , a man with a bird , nice big theatre only issue i felt was sound effect was little less in the behind seat in screen 1 
497,497, s2 theyagaraja cinema hall , vineeth samson , the theater and the ambience is perfectly awesome but the snacks and the popcorn served here is miserable but this place has a good parking 
498,498, s2 theyagaraja cinema hall , kumararaja krishnan , theatre is good but as usual the cost of snacks and beverages are so high there is nothing a conman can do 
499,499, s2 theyagaraja cinema hall , akhil agrawal , seating is not good chairs are hard and doesn t recline in terms of screen and sound it is good 
500,500, ags cinemas t nagar , murugan b mb , watched the flash movie on screen 4 it looks like i m watching a movie on 50inch tv it does not look like a theatre with a very small screen i don t know why they are charging 211 per ticket there is no place to stay while raining in more 
501,501, ags cinemas t nagar , gopal krishna , overall theatre is good and atmosphere and ambiance and maintenance is well but while watching from k row i feel we are seated lower because the front row feels high and somehow i felt i had to sit straight and watch the movie 
502,502, ags cinemas t nagar , abhishek paloli , such a wonderful sound system with well maintained and arranged seating system the only neagtive is that the screens are on different floors and for which we have to wait for the lift only 3 lifts are available which is not sufficient more 
503,503, ags cinemas t nagar , swetha srinivasan , new where do i even start parking was not guided audience were made to stand right at the entrance and such chaos in sending them to the relevant screens snacks drinks were priced so high for such pathetic quality and the staff didn t know more 
504,504, ags cinemas t nagar , paul varghese , new ok place to watch the latest movies on the cheap do be aware though that they provide drinks in bottles that may or may not have more 
505,505, ags cinemas t nagar , vijay velu , new first the good things the location of the cinema is good sound is good cleanliness and overall service is good bad things more 
506,506, ags cinemas t nagar , sri prakash , overall experience ok snacks r overpriced big problem is parking only 10 mts before the show time they allow you your vehicle to enter inside for parking other wise you have to wait outside only 
507,507, ags cinemas t nagar , pratheesh prabhakaran , i gone for screen 1 i find it very small screen got side corner seat which was very uncomfortable not feel that dolby effect pop corn and other snacks were costly compared to pvr ambience and pricing good parking and location was reachable place from many location 
508,508, ags cinemas t nagar , l suresh , overall a smooth experience the multi level car parking works quite smoothly a lot of comments were critical of the parking facilities and were a cause for concern but i had a hassle free experience the air conditioning was great a more 
509,509, ags cinemas t nagar , sudhansu sekhar , 3 weeks ago new good place to watch movie with your friends and family it s one of the good halls in chennai 
510,510, ags cinemas t nagar , saumi m n , it s a good movie theater they have good car and bike parking facilities bike parking takes 30 rs and car parking 40 rs sound and pictures quality is nice we can rank it after sathyam 
511,511, ags cinemas t nagar , yozenbalki mohan balakrishna , water bottle size is tiny one and the price is too high a big loot popcorn not crispy not good and huge price not a big theatre no sufficient space or ambience it s like an official building easy reach for only local people no hotel more 
512,512, ags cinemas t nagar , senthil kumar panneerselvam , it s a very clean neat theatre but the screen size is small cinematic experience can be better equipped to the present innovations in the more 
513,513, ags cinemas t nagar , aishwarya s , new worst experience the ac was not even on for half of the film and by the end of the movie we were sweating and about the popcorn they charged 300 for a large popcorn which was too old and not crispy we couldnt even eat it totally we more 
514,514, ags cinemas t nagar , pungesh r , new no proper planning for enter and exit it applies for 1 the vehicle from road to theatre premises 2 for people from parking to theatre hall more 
515,515, ags cinemas t nagar , sangeeta rao , needs maintenance seats are not comfortable the seat is probably not ergonomically designed i felt the screen view was restricted because of the previous seat s back rest even though i am quite tall food wasn t fresh either the theater was 90 empty and i guess owner is having hard time maintaining it 
516,516, ags cinemas t nagar , subhashini d , 1st time visited this theatre for watching avatar 3d which should be watched with great theatre experience and sound but volume there was very low eventhough i was seated in a row i couldn t see the screen completely cost of upper rows more 
517,517, ags cinemas t nagar , dr apoorva richard , new you can t even see the screen properly in front of u cuz the levels of chair are like that u can only the front persons head the popcorn please don t bye horrible like horrible the cold coffee was ok but seriously pricey not worth the visit 
518,518, ags cinemas t nagar , sivaraman aroumougam , screen was small comparing to others opt for family and couple since its kind of private space also need more varieties in snacks else would have given 4 stars 
519,519, ags cinemas t nagar , ganesh shankar , excellent theater very helpful staff both the parking staff and the theater staff nice seating air conditioning and acoustics more 
520,520, ags cinemas t nagar , selvaraj kannayan , though a small compact place they seem to have managed well by staggering the show timing in each screen i loved the valet parking and how efficiently it worked areas of improvement perfuming the theatre after each show and have a more appealing snack counter 
521,521, ags cinemas t nagar , ajeeth natarajan , visited for mamannan movie 1 rich theatre experience 2 the sound was good more 
522,522, ags cinemas t nagar , sumitha radhakrishnan , seats elevation can be better seats are dirty brownie cold coffee and ice cream have a very bad taste and quality momos not available but it was displayed the executive told the orders are not available and it will reach your seats more 
523,523, ags cinemas t nagar , om j , new blow par sound couldn t even feel the sound worst experience mission impossible dead reckoning part one 
524,524, ags cinemas t nagar , alagu ramanathan , sound system screen seats all are good but it doesn t give the theatre experience it s too small it can accommodate around a max of 100 people s more 
525,525, ags cinemas t nagar , sanju nagendran , pictures are from screen 4 of the theatre has a good vibe whether it be the audience or other attractions around the place but try booking seats in the middle the sound quality is utterly worst in the last few rows and the first few more 
526,526, ags cinemas t nagar , aravind , 9 months ago today i visited the theater theater is good and decent more 
527,527, ags cinemas t nagar , vijay selva , new main location theatre the theatre seat is very very worst need to repair the seats and arm rest the arm rests are damaged and the inside arm rest nail is hammered in my hand i am not satisfied with this place i watched a maamannan more 
528,528, ags cinemas t nagar , nazreen t , new i didn t liked it much as it was vertically designed making it difficult for the people who are sitting at the first rows to watch the full screen i mean if anyone of is sitting ahead of your seat it s not possible for the shorter height people to watch the full screen 
529,529, ags cinemas t nagar , vijay ganesh , 4 years ago came here for the first time not overly fond of the extra spicy seasoning the theatres are a bit rectangle shaped which was weird parking charges are 30 rupees and the parking is certainly not their strongest suit overall decent experience but not the best i d like to check out the other theatres too sometime 
530,530, ags cinemas t nagar , dhanushyan j , the screen was good ac was working fine but only thing is the seat alignment was bit bad the last set of seat are low the before persons head can be seen while seated 
531,531, ags cinemas t nagar , dinesh sabesan , new sound effects not as expected ambience and picture quality are good and they may add additional counter for snacks 
532,532, ags cinemas t nagar , abhineshwaran s , a good complex dedicated to only cinemas so there is not much shopping crowd the screen size was small but the everything else was above average the car parking is a multi level giant wheel kind of setup and is interesting 
533,533, ags cinemas t nagar , athul m k , sound quality is good but visibility on screen 1is terrible the contrast is very low that you can t watch 3d films comfortably there are many theatres in chennai offering better experience for less money 
534,534, ags cinemas t nagar , najir shaikh , 2 months ago ags cinemas t nagar chennai 
535,535, ags cinemas t nagar , vigneshwaran eswaramoorthi , i went for fast x movie in 7th floor 4th screen sitting capacity is around 150 200 i guess sound and visual experience is so good before beginning of the movie they telecasted openheimer trailer i was stunned with the visuals and sound effects only problem is they scheduled the movie 18 40 but they started nearly 19 00 
536,536, ags cinemas t nagar , sudha nandhini , ags theatre provides a comfortable and enjoyable movie watching experience the seating is comfortable allowing viewers to relax and enjoy the film without any discomfort however some customers have noted that the ac can be too chilly more 
537,537, ags cinemas t nagar , manikandan j , visited first time very small screen and seating posture has given neck pain 3d glasses are very old and had many scratches ticket and snacks are too costly disappointed and don t have idea to visit again 
538,538, ags cinemas t nagar , dr sachin dr sachin coach trainer coach , new amazing place great experience i wish the chairs were little more higher the other person s head front row comes in the way of viewing 
539,539, ags cinemas t nagar , praveen anand , seats were not comfortable and very cramped if you have visited sathyam or pvr before you would definitely regret watching the movie here snacks were also exorbitantly priced which is totally not worth 
540,540, ags cinemas t nagar , vasanth panneerselvam , new there is no chair or sofa for waiting purposes i m really disappointed by this and the worst behaviour of the reception officer need to import some basic needs of customer 
541,541, ags cinemas t nagar , prema latha , new poor maintenance smelling like garbage had complained to manager but no one taken action said that they will spray some perfume to arrest the bad smell but no one taken any action worst to the core collecting money like corporate but keeping a theater like tent kotahai 
542,542, ags cinemas t nagar , raja k rajendra prasad , this cinema screen 3 lacks fresh fragrance seat upholstry require immediate change since several seats have become saggy and baggythey dont have uniform heights and you tend to sink in when you sit on 
543,543, ags cinemas t nagar , krishna , good theatrical experience but there is no availability of soft drinks and no variety of popcorn the theatre overall experience is good but at the intermission lack of proper food and beverages made it look a little disappointing 
544,544, ags cinemas t nagar , ch ganesh , in the entire building it is strange that no waiting place is there they told to wait outside even if the show is in next 30mins more 
545,545, ags cinemas t nagar , prem kumar , right place for watching a movie more screens are under one roof the location of the facility is in central place and easily accessible snacks are not fresh and hygiene 
546,546, ags cinemas t nagar , vimal bohra , just a basic theatre seating is old and not as comfortable as other cinema house more 
547,547, ags cinemas t nagar , pranjal sharma , i used to love going to this cinema because it was perfect and cheap but for the past few months they have stopped giving out the front seats first instead they are forcing people to buy the more expensive seats at the back by falsely more 
548,548, ags cinemas t nagar , aki cr , new like a hidden theatre in t nagar nice visual and sound experience my first movie on this theatre m s dhoni the untold story 
549,549, ags cinemas t nagar , keerthi rajeesh , for my 4 year old child no proper seating arrangement but got a seat and wasted she was sittin on our lap really frustrated with this dashes f ags mangement also when we complained tellin to go for other theatres according this no facility of theirs really bad experience country fellows 
550,550, palazzo imax , kaarthik a , speaking of the screen it was enormous and of the highest quality the visual experience was simply breathtaking the colors were vibrant the contrast was superb and the picture clarity was stunningly sharp it felt like i was more 
551,551, palazzo imax , kishore kumar , new i saw flavoured popcorn counter guy crunching popcorn secretly water is kept somewhere where you can t simply reach imax is not enjoyable apart from the big screen fresh juice parlour was unclean 
552,552, palazzo imax , ajay prakash , this is my first time imax experience i have to say the screen and the image quality was extraordinary i have never seen a bigger screen like this with crystal clear image now i know why reviewers are saying watch it in imax the more 
553,553, palazzo imax , aditya kuppa , new wow what an amazing experience the sound system dolby 4k 7 1 surround was awesome superrrr last but not the least cushions are very comfortable 
554,554, palazzo imax , subaash viswanathan , one of my favourite multiplexes in chennai the screens are large and good i recently enjoyed avatar 2 in imax the sound system is good especially the dolby atmos screens the seats are comfortable the restrooms are well maintained cold coffee and donut combination is good coffee tastes bad don t even try it 
555,555, palazzo imax , kamaleshvaran mahadevan kamal , new the imax theatre experience has a really good sound effect and is visually best i really enjoyed it 
556,556, palazzo imax , moutusi sarkar , pvr spi palazzo s interior design is quite aesthetic during movie hours it is quite busy have popcorn stands with a variety of flavours more 
557,557, palazzo imax , saravana raj , 4 months ago went to imax screen to watch john wick chapter 4 what an experience it was we were seated in the middle row and at the centre of the hall the screen was so immersive and comfortable seating more 
558,558, palazzo imax , saumi m n , it s an awesome place you should must visit once very neat and clean place very spacious also even their washrooms are superb clean and like a royal style 
559,559, palazzo imax , hariharan multimedia , nice cinema with good screen and large one but heavily crowded all the time rest everything is fine snacks are cheap compared to other cinemas ac are little bit low and i ended up sweating more while the end of the movie staffs are more 
560,560, palazzo imax , deepak m , palazzo is a cine complex located on the third floor of the forum vijaya mall in vadapalani chennai with 9 state of the art screens equipped with 4k digital projectors and 3d technology florentine decor and grand lighting completes the more 
561,561, palazzo imax , ks , good infrastructure with great maintenance imax screen is good not great if you need a great imax screen then prefer luxe inox velachery normal screens other than imax screens are good with enough sounding systems sound effects also more 
562,562, palazzo imax , muthamil arasu , spi palazzo theatre offers a luxurious movie experience with its spacious seating and state of the art facilities highly recommended tickets price is high 
563,563, palazzo imax , krishna pillai a , one of the best cinema halls in chennai located inside the forum mall at vadapalani started by the sathyam group it was acquired by pvr few years back like any pvr complex it s superclean with a great ambience in line with the more 
564,564, palazzo imax , elangovan s , new movie watching experience is very good restrooms are neat and hygienic before pvr take over spiwe can enter the cinema lobbyroam freely and take photographs after pvr take overwe can t enter the cinemas lobby without a ticket i prefer audi 89 and imax but imax tickets are difficult to get 
565,565, palazzo imax , bala aadithan , good ambience water can are in hidden area and water can is empty such a big theatre but couldn t provide water 
566,566, palazzo imax , kishore kumar , palazzo is a cine complex located on the third floor of the forum vijaya mall in vadapalani chennai with 9 state of the art screens equipped with 4k digital projectors and 3d technology florentine decor and grand lighting completes the more 
567,567, palazzo imax , vivek nanda vivee , 5 months ago never book the front row went for avatar 2 imax here had to book a seat on the first row from the screen it was punishing for both my neck and my eyes it was inhuman for them to even consider placing such seats it was without recliner more 
568,568, palazzo imax , yogi , new one of the best theatre inside the mall in chennai imax screen ultimate but little bit costly not about ticket price food price is very costly more 
569,569, palazzo imax , venkatesan prs , 2 months ago first experience in imax 3d for fast x in pvr palazzo in screen 5 it was absolutely stunning experience everything was good from 3d glass sound and seating more 
570,570, palazzo imax , deva narayanan , a luxurious multiplex with many screens the sound quality and the screen clarity is good the seats are comfortable but they don t recline the multiplex also has an imax screen and has a total of 9 screens offers a great variety of more 
571,571, palazzo imax , deepak chandra , well equipped and magnificent interior good staffs and splendid seats although i couldn t enjoy the movie due to locals continuously talking using on the phone but i ve had a quiet time relaxing in the seats 
572,572, palazzo imax , mukul shengupto , excellent movie theaters superb food and beverages for snacking great ambience polite and courteous staff overall amazing movie watching experience 
573,573, palazzo imax , indra chakraborty , great place big luxurious lots of screens and quality is good enjoyed and had a great time here very big hall inside forum vijaya mall 
574,574, palazzo imax , prabakaran d , luxury movie watching experience screen sound effects are the best class here for bike parking try nearby metro parking instead of mall park to save little money on long hours 
575,575, palazzo imax , kavyaa lakshminarayanan , new had a great movie experience the sound quality was too good but the price of the food and beverages were a little bit costly 
576,576, palazzo imax , gopal chandra mondal , a week ago new very well organised and clean place to watch movie imax also available here 
577,577, palazzo imax , mohammed zaahid , new i recently saw ps2 at pvr spi palazzo chennai and had a great time the theater was clean and well maintained with comfortable seats and great sound quality the screen was also large and clear making for an immersive viewing experience more 
578,578, palazzo imax , tamil harish , it s really a best place for watching worthy movies i watched movies like anime horror and some marvel and dc movies in some auditorium the sound system is good but you can feel the vibration through your heart it s a small disadvantage that i felt overall it s a best theatre 
579,579, palazzo imax , guru prasath , my all time movie theatre lol its only just coz located near my home very pretty ambience and very good sound quality i would really suggest to improve the seat pull back quality snacks over there are wide variety but the waiting time in more 
580,580, palazzo imax , venkatesh j , spi cinemas are one of the royal cinema experiences in chennai the palazzo s architecture was one of the best in class the snacks and beverages are very expensive the rest rooms interiors are also kind of notable here 
581,581, palazzo imax , eswar avinash j , new i went to see a movie on an imax screen for the first time it was an amazing experience the sound quality was superb and the visuals were stunning the theatre was clean and well maintained the only drawback was the seats they were more 
582,582, palazzo imax , isuranga fernando , few days back i went to this theatre i should say that it is one of the best theatres which i have visited the screen size is relatively big in size the sound quality is superb and of course i went to watch avatar the way of water which more 
583,583, palazzo imax , narayanan gokul , the experience was superb first finding the seat is easy the row number is visible clear as usual the sound system and the atmosphere is excellent more 
584,584, palazzo imax , dhanesh babu , pvr is a forum for all cinema lovers very neat and clean with good visuals audio system for sound effects to enjoy your movies 
585,585, palazzo imax , ravi sankar , new i had a good experience at pvr the restrooms were very clean and dry it was a good spot to see a movie with family and audio quality balancing was good but a small problem was the a c cooling for rows before h row was less compared to more 
586,586, palazzo imax , shanmughasundaram ramaswamy , 9 months ago ultimate experience wow i visited this illuminated palazzo after two years only to see ps1 amazing it was the cleanliness of the theatre scores high but the same feel i had in wash room also it was unbelievably neat thanks to the management the big screen with its sound system scores again a pleasant experience 
587,587, palazzo imax , pavan bhange , overall ambience of the place is good price of the ticket is also less as compared to other cinemas with the same facility 
588,588, palazzo imax , arunprasad chandrasekaran , excellent and great ambiance outside the cinema hall the imax experience is too good and the seats are reclined and have enough legroom the only problem is that during the intermission it is over crowded in the snacks counter and they more 
589,589, palazzo imax , partheeban thayananthan , nice place to hang around ample parking space easy access via metro rail shops cinema theater fun activities and much more 
590,590, palazzo imax , krishna kumar , stunning architecture glorious visuals excellent hygiene and cleanliness good theatrical experience including seating comfort 
591,591, palazzo imax , tech help buddy , this mall is super cool it has a transparent roof in the middle to get light directly from the sun almost all the brands stores are available there the basement has big basket a wine shop some food stores and of course domino s the more 
592,592, palazzo imax , subham mishra , a year ago completely amazed with the interior decor of this place it gives a royal touch from the roofs with chandelier to the walls with golden background more 
593,593, palazzo imax , ankush jain , 7 months ago went to see avatar 2 movie in imax 3d wow what an experience truly beautiful and the theatre area itself is so fantastically made luxurious that vintage camera projector in the entrance is like a cherry on icing the hallway the washroom entrance ooooh la la 
594,594, palazzo imax , pavithra samraj , the screen sound experience and sittings are much up to the expectations but could decrease some price of the foods and beverage a regular popcorn costs around 270 less quantity for more price 
595,595, palazzo imax , eugine ronald , it s an awesome experience here the screens are really good and very well built with a beautiful interiors reach audi is huge and can accommodate lot of people sound systems are top class and best part is the hallway the decorations mouldings and painting on the roof are eye catching 
596,596, palazzo imax , mano red , a month ago royal look interior decor is amazing total eight screens here ultimate experience the cleanliness of the theatre scores high there also enough restrooms with complete hygiene very good management lovely ambience the real sound more 
597,597, palazzo imax , rajini jesuraj , 9 months ago very good movie place in forum mall vadapalanichennai neat and nice place to visit with your friends and family the snake place also good you can order the snacks and they will serve it at your seats popcorn is so good the rest rooms are well maintained 
598,598, palazzo imax , paul prakash pandian , 4 months ago awesome imax screen experience excellent dolby atmos sound effects worth watching english bollywood action movies one should experience the screen presence definitely more 
599,599, palazzo imax , harish reddy , the theatre entrance itself looks grand like a hotel lobby the seating arrangement is set up such a way that the person sitting in front wont affect your viewing experience at all most importantly the screen size is pretty big and the sound effects are amazing 
600,600, pvr logix noida , sai ram , a year ago it is located in the city centre just beside the metro station wave city center metro station it has many shops for shopping like trends max pantaloons big bazaar etc there is pvr also in the mall where you can watch more 
601,601, pvr logix noida , soikat pal , new nice experience watching oppenheimer in imax great picture and sound quality the seat recline can be better more 
602,602, pvr logix noida , gul bharti , new my favourite place to watch a movie it is so pretty and has a great variety of snacks to choose from the theatres themselves are smaller in capacity but that s a positive quality for me would recommend 10 10 
603,603, pvr logix noida , vijay , 5 months ago pvr logix has one of the best screens across whole of noida the sound is crisp and loud picture is crystal clear more 
604,604, pvr logix noida , prakkash manohar , new screen movie experience 5 5 food facilities 2 5 the imax here is great with a large screen the recliners are amazing you can more 
605,605, pvr logix noida , tahzeeb ahmad , i visited this place around 5 years ago to watch captain marvel now visited to watch gotg3 seriously love this movie theatre what an amazing experience of imax and 3d technology the sound quality was very awesome and immersive the more 
606,606, pvr logix noida , durga prasad , this mall is very near to wave city centre metro station which is hardly 400 500mtrs as we all know pvr for their quality we can experience really good seating sound and screen here coming to mall we have so many options for shopping inside and outside we have plenty of food options available in the food court as well 
