,movie,names,reviews
276,'INOX Vishal Mall Rajouri Garden', ['Shivam Dhall', 'Went there yesterday to watch Guardians of the galaxy 3 followed by Evil Dead Rise. The experience this imax 3d gives is fabulous. It enhances the movie experience altogether. The seats and hall were both clean. If you are planning to visit …More'
277,'INOX Vishal Mall Rajouri Garden', ['Dr. Sunil Sabhnani', '' '' '' '' '' '' '' 'All that Glitters is not Gold.' 'Beautiful outside but worst food quality (in theater...).' 'So for ambience and the overall look a 5 star. …More'
278,'INOX Vishal Mall Rajouri Garden', ['Abeer Khattar'," 'NEW' '' '' '' '' '' '' '' '' ""Inox Cinema in Rajouri Garden offers a truly immersive movie experience with its amazing interior design and clean organized cinema halls. From the moment you enter you can't help but appreciate the attention to detail in creating a …More"""
279,'INOX Vishal Mall Rajouri Garden', ['Namit Malhotra'," 'NEW' ""My god the volume in the normal theatre is way too low. I couldn't hear a single thing. IMAX is good thou."""
280,'INOX Vishal Mall Rajouri Garden', ['Priyank Ahuja', 'NEW' 'Worst movie going experience so far. Went to watch Oppenheimer on IMAX the audio and video was out of sync for the whole second have and sadly the staff told me that I am being delusional and they can’t do anything about it.'
281,'INOX Vishal Mall Rajouri Garden', ['Gaurav Bawa', 'a month ago' 'I think one must visit before sticking to their old cinemas nearby. Newly built with some great ambiance and of course their seats are way too comfortable.  The food is epic though a bit expensive but worth having.'
282,'INOX Vishal Mall Rajouri Garden', ['Sushil Gupta'," 'NEW' ""Sound quality not proper more Treble then Bass. Don't show upcoming movie Trailers owners believe it is waste of time and start movie so that you can go back home ASAP. Booked ROYAL seat but found it most uncomfortable and bad …More"""
283,'INOX Vishal Mall Rajouri Garden', ['Neha Maggon', 'Nice place' 'Best theater in west delhi' 'valet parking.'
284,'INOX Vishal Mall Rajouri Garden', ['Pankaj Kumar', '' '' 'Excellent screen use experience.' 'Despite having a wonderful flavour the food is less plentiful than it should be for the prices. …More'
285,'INOX Vishal Mall Rajouri Garden', ['SHUBHAM SHARMA', 'NEW' 'Good ambience. It has a good vibe to it. Food is a bit on expensive side but that is the case with all theatres'
286,'INOX Vishal Mall Rajouri Garden', ['Aravind OO', 'Just watched The Flash in IMAX. Screen 4. Worst experience. Told them 5 times continuosly that there was audio delay. No one cared. Had to watch like that. Felt like punching the projection room guy. Stupids!!!'
287,'INOX Vishal Mall Rajouri Garden', ['Aryaman Chopra', 'I have to say this is the worst imax theater in Delhi NCR (i have been to all of them). The sound is so low it feels like you are watching the movie on your phone speakers. Totally breaks the experience. Would not recommend for imax viewing.'
288,'INOX Vishal Mall Rajouri Garden', ['ravi kakar'," 'NEW' ""Scores full marks on all parameters but for the parking racket. A sign almost always shows 'Full' forcing the people to go for extortionate valet parking at ₹250. Second drawback is the exit after the show end into the street."""
289,'INOX Vishal Mall Rajouri Garden', ['Saiyam Jain', 'NEW' 'This gives the experience of luxury chain theatres with  IMAX experience as well! The facilities and interiors are really good'
290,'INOX Vishal Mall Rajouri Garden', ['Vishesh Jain', 'NEW' 'I came to watch the Oppenheimer in IMAX. After the interval there was a 1 second delay in audio. The video and audio wasn’t in sync the entire 2nd half.'
291,'INOX Vishal Mall Rajouri Garden', ['7908 Varun Sisodia-C'," ""If u live in West Delhi and want to watch a movie in IMAX then this must be your go to theatre.. Vegas's IMAX screen is just blurry even tho bigger but the quality just dampens the experience but this is IMAX Laser so yeah experience was greatt.."""
292,'INOX Vishal Mall Rajouri Garden', ['gaurav kumar', 'Very Nice Multiplex. It is brand new and Fitted with modern facilities. Picture and Sound quality is Superb. Ticket price is Standard Multiplex rate. Go to place 👍.'
293,'INOX Vishal Mall Rajouri Garden', ['Vipul Sharma'," ""Please bring the Spiderman across the spiderverse in imax 2D Hindi. i was thinking to watch it it's only available in your theatre but now u removed it and gave two slots to English version atleast give one hindi option to watch."""
294,'INOX Vishal Mall Rajouri Garden', ['TARUN SACHDEVA', 'A totally luxury feel and I loved the sound quality of theater. Nice and helpful staff clean seats. Must experience this place.'
295,'INOX Vishal Mall Rajouri Garden', ['praful parashar', 'NEW' 'The service was so slow even the movie oppenheimer got finished but the food which we paid for never arrived !!' 'Really upholding the imax name.'
296,'INOX Vishal Mall Rajouri Garden', ['JYA', 'NEW' 'Small hai...and... screen ki voice achi hai... temperature theek hai...food kaafi costly hai...par cleaning ke full marks... washrooms clean... theatre clean....nice ambiance...full show sha wali costly or clean place hai....'
297,'INOX Vishal Mall Rajouri Garden', ['jatin mundotia', 'Pathetic experience. Everytime after intermission the audio goes out of sync. Happened in Guardians of the Galaxy now in Spiderman. Not at all worth your time and money. Avoid.'
298,'INOX Vishal Mall Rajouri Garden', ['himanshu shah', 'NEW' 'Inox rajouri garden is the wrost place where the staff tell the food extra but he didn’t gave the food and the senior are also not cooperative and The staff tell you buy 550 bucket of popcorn and he will refil again free of cost but the staff is not refil the bucket'
299,'INOX Vishal Mall Rajouri Garden', ['Marwah Iksh', 'NEW' 'Excellent service by Mr. Sanjay Singh. True and honest person. Need more people like him in service. Looking forward to come back. Thank you Mr. Sanjay.'
300,'Nadhamuni Cinema', ['Antony S', 'Very worst theater. No cleaning and no maintenance.  Very old age theater.  Only thing cost is less.. otherwise all are very worst. Restroom utter waste. Seats are very bad.. balcony some places no proper lighting.  Snacks stand in inside only.  Cost is less. But taste not match with price...'
301,'Nadhamuni Cinema', ['Thanush'," ""Worst theatre in the locality it's a theatre in name only in reality it is nothing but a lump of garbage. They charge INR 50 for a popcorn which is total waste for money. And also you wont be able to watch the movie because of garbage …More"""
302,'Nadhamuni Cinema', ['DHARAN PRASAD', 'NEW' 'Local & old theater in Villivakkam.' 'If they can renovate it would be a great move.'
303,'Nadhamuni Cinema', ['Suresh Sukumar', '5 years ago' 'Very old type theatre. Ticket cost is comparatively low but old chairs as setup. Air conditioner theatre. Toilets are poorly maintained. Parking is larger. Connectivity is also easy.'
304,'Nadhamuni Cinema', ['SIRANJEEVI P', 'NEW' 'Good theatre to watch movies by a walkable distance and a comfortable seats and infrastructure with nice sound system.'
305,'Nadhamuni Cinema', ['k.s.p. karthick', 'Best budget theatre but only one screen for movie comfortable is not so good many middle family likes this theatre but this theatre is not premium but low cost price then another theatres'
306,'Nadhamuni Cinema', ['Srinithi A', 'Big movie screen with less maintenance (maybe because it may have to make way for CMRL)'
307,'Nadhamuni Cinema', ['Vishal Manglani'," ""Worst theatre in the locality it's a theatre in name only in reality it is nothing but a lump of garbage. They charge INR 50 for a popcorn which is total waste for money. And also you wont be able to watch the movie because of garbage …More"""
308,'Nadhamuni Cinema', ['Manikandan'," ""Nice place to watch movie for bachelors...all movie price is rs.100 only....parking charge for 2 wheelers rs.10 only......and bicycle parking charge is rs.5 only....snacks are not so much...only available is rs.10 ship's..."""
309,'Nadhamuni Cinema', ['Varsha Jayaraman', 'Worst experience. Some guys were walking around with liquor bottle. Sound quality poor. No cleaning between shows. No push back seats. Walls with cobwebs. Chairs dirty. Drunken guys tripping over the place. Wish there was zero rating. All seats at same level in so called first class. Heads of people ahead obstructs screen view'
310,'Nadhamuni Cinema', ['BALA MURUGAN K', 'Sound quality and screen size are ok but you need to improve or change the seat quality because the seats are not comfortable like a very old modal chair we have back pain only so kindly change the seats or improve the quality of the seats and another one plz keep clean the toilets'
311,'Nadhamuni Cinema', ['Chennai Super Savings', 'Screen is fine. But rest room worst'
312,'Nadhamuni Cinema', ['Aswath Karthikesan (AK)', 'Worst sounding theater. Not worth the price. Restrooms are not good. Even if you purchase online ticket you need to be in queue and get printed tickets again. Seats does not have shoulder or head support. Balcony walls will.block shorter …More'
313,'Nadhamuni Cinema', ['Aswin Spartan', 'Very nice experience there..y old memories here'
314,'Nadhamuni Cinema', ['jaya kumar', 'Need to develop a lot no cleaness  wooden seats not suitable with in city limit.'
315,'Nadhamuni Cinema', ['Supraja R', 'Very badly maintained completely unclean and dirtyeven the screen is not clear as there is lot of dust and dirt'
316,'Nadhamuni Cinema', ['SHARETH R', 'One of the Center place of the chennai and landmark and busstop also available'
317,'Nadhamuni Cinema', ['sarath Kumar', 'U can feel the 90s theater atmosphere'
318,'Nadhamuni Cinema', ['Insta updates007', 'Worst theater still there is no development. Sound effect is ok too much of loud noise. Irritating seat no comfort level no push back...'
319,'Nadhamuni Cinema', ['Teja Surya', 'Nadhamuni Theatre located in centre of city is one of the oldest theatre. seats are average.  Had poor experience watching movie from the balcony.  The sound system can be improved.'
320,'Nadhamuni Cinema', ['suma muralidharan', 'Good . but some smell was there inside the theatre. Some good spray will help to  out the foul smell.' 'And the rest rooms are also not well  maintained.'
321,'Nadhamuni Cinema', ['Brindha Ravi', 'No AC. Full of mosquito bites while watching movie. Seats were torn handle broken.' 'Yet sound quality is good.'
322,'Nadhamuni Cinema', ['Abdul Rasheed', 'Ok theater old fashioned  not comparable with multiplex . Advantage is next to bus stop and easily reachable by public transportation.  Can consider for new movies first week shows if no other theater is available.'
323,'Nadhamuni Cinema', ['Karuppaya Karthick', 'Average theater Seating comfort and Sound quality was not gud If they improve sound quality in future it will be good for him otherwise In canteen the food cost is so reasonable compare to other theaters.'
324,'Nadhamuni Cinema', ['Mahesh M', 'Non AC. Cheap & best for a single person'
325,'Nadhamuni Cinema', ['sathish kumar'," ""Nice theater Please don't compare with the other theaters ( i know there are some downsides )  its very old theater ( when people use to  doing farming around it ) which still operates around right now with the same old fashion …More"""
326,'Nadhamuni Cinema', ['Rathina Sababathi', 'Affordable ticket rate and normal quality system'
327,'Nadhamuni Cinema', ['Tamil SG', '1st time watched vj movie'
328,'Nadhamuni Cinema', ['Test Mail', 'Loved it... One of the oldest Theatre in chennai.... Have to watch Atleast a movie with family.....' 'Management has to make some renovation part and maintenance has to take care....' '.'
329,'Nadhamuni Cinema', ['Anbuselvan Rocky', 'Worst we were sitting in garbage. (literally all garbage around ac ambiance not good snack counters are not worth)'
330,'Nadhamuni Cinema', ['Praveen Kumar', 'A big theatre with bad maintenance... Would neva suggest anyone who love to have a better movie experience'
331,'Nadhamuni Cinema', ['Bavani Ashok', 'Very very very worst theatre.maintance very...not cleaning not hygiene.....in the Google will uploaded fake images ...'
332,'Nadhamuni Cinema', ['Priyanka R'," ""The seats in ground floor are a bit creepy but it's fine if you go as a group the ac is pretty good to"""
333,'Nadhamuni Cinema', ['Thalapathy vijay', 'Nadhamuni theatre is very bad no AC putting fan after only on the AC   screen brightness is very low sound effect is ok screenplay is very bad seat  worst   my rating for this theater 5 out of 2.2 thank you'
334,'Nadhamuni Cinema', ['Selvi Sahayarani'," ""Recently I bought vilai meen in this shop After cooking I found  formalin (chemical)smell   no taste in koozhambu &fry full of chloride smell Waste of money ₹450 Don't cheat customer in food which affect health too"""
335,'Nadhamuni Cinema', ['Mohammed'," ""Big no to this theater A/c just for 10mins later on only fan 😂.I went just for nostalgic feeling it's one of the oldest single screen theater in Chennai."""
336,'Nadhamuni Cinema', ['Lakshmipathy annaiyan'," ""One of the old and big theater in chennai budget friendly ticket & CanteenParking also but can't expect cleanliness"""
337,'Nadhamuni Cinema', ['sathish kumar', 'Very old' 'Renovated theatre'
338,'Nadhamuni Cinema', ['Karthikeyan Kaliraman'," ""Not worth for 100 rs. They don't even put AC.  After interval they switch off the AC and on the fans. Seat cushions are very bad. Feels like we sit in the wood. Restrooms are not good. Better prefer for any multiplex for this cost. Only good thing is this theatre is located near bus stop and easily accessible."""
339,'Nadhamuni Cinema', ['Yayathy Raj'," ""One of those long standing Traditional theatre. The rustiness still remain. That's their speciality"""
340,'Nadhamuni Cinema', ['Siva Kumar Vijaya Kumar (Siva)'," '5 years ago' ""Projection & sound quality is okay for the price amount that you pay Also parking & snacks fee is too moderate almost the same as you buy the same outside. Only thing was Seating & Ventilation can be improved more. AC will not work at all. Only fan they're using 🙄"""
341,'Nadhamuni Cinema', ['Gopinath S', 'Good after renovation located in main road Villivakkam.  Famous and old theatre in Chennai. Easy access well maintained but parking facility is little bit smaller and difficult to travel in road during fresh release due to traffic. On the whole it is worth.'
342,'Nadhamuni Cinema', ['Kishore', '' '' 'I go here just for the nostalgic feeling it gives me. Used to be good in yore days but not anymore. It is one of those surviving old school standalone theaters of the pastbut not for long as Metro is coming around soon(Citation needed). …More'
343,'Nadhamuni Cinema', ['Nirmal K', 'Worste place. No seats they have only benches'
344,'Nadhamuni Cinema', ['G R SUJIN RAJ', 'Very worst. They are not cleaning after every shows. Seats very worst. Fan is running everywhere on the top and side walls. Shame of theatre to run fans inside. Selling foods at more than MRP price. Not seen a theatre like this in this year.'
345,'Nadhamuni Cinema', ['Narendhra Kumar K M'," ""It's outlook not nice and also inner look also not good. Pleas renovation full building and just like a Mahal more people come and visit. Please consider my suggestion I think one of the best theatre in Villivakkam I study only @ opposite Government school only."""
346,'Nadhamuni Cinema', ['Aishu Rittika', 'OMG! it is such an old theatre!! Never expected to be a non ac theatre! Only when we entered we understood there were fans hanging above our heads!! And the worst part is when someone has to pee they open the door and sunlight gushes in to blur the screen completely!!'
347,'Nadhamuni Cinema', ['Mathan M', 'Sited on the main road side. Moderate seating arrangements. Not worth for given money at palcany seats. Minimum parking area facility. Free Drinking water inside the theatre is not in good quality. Very minimum toilet facility. Need …More'
348,'Nadhamuni Cinema', ['Siva Ncc', 'Poor maintenance..' 'Worst seat arrangement.' 'Very bad smell in onside of the theater.'
349,'Nadhamuni Cinema', ['raghul R'," '' '' '' 'Theatre gives you worst experience.' ""Quality and staff  behavior is worse to core It's better to go to some other Theatre that gives you a good experience and far much comfort for the same cost …More"""
350,'PVR Ambience Gold Gurgaon', ['Swapnil Sharma', 'NEW' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'This theatre is very big and having a separate PVR director’s cut movie screen on upper floor. …More'
351,'PVR Ambience Gold Gurgaon', ['Kajal Panda'," 'NEW' ""It has elite interior with super cute seating spaces. It has a corner with a musical keyboard to play. There is also present the exclusive PVR Director's cut. I went to watch Barbiee at PVR Ice. And had the most exhilirating experience. There are food outlets also."""
352,'PVR Ambience Gold Gurgaon', ['poonam Kapoor popli'," 'a week ago' 'NEW' ""Very good place to watch movies in a relaxing atmosphere  with some drinks and appetizers.Enjoy ...But food is very expensive..you can enjoy gold class in good prices..500/- per person..After 10 pm they've Eleat"""
353,'PVR Ambience Gold Gurgaon', ['Tripta Negi', '' '' '' '' 'The ambience and comfort is definitely perfect..' '' 'But thus time I felt they have reduced the quality in things.. such as there was …More'
354,'PVR Ambience Gold Gurgaon', ['Manidipa Ray'," '' '' '' '' ""The lounge is uber luxurious. Also the washroom for that matter. It's in the Marilyn Monroe theme. …More"""
355,'PVR Ambience Gold Gurgaon', ['Shivani Chowdhary'," ""Neat and clean PVR but expensive in terms of food. Now you don't have to wait in long queues to place an order they have placed 4 big screens with a touch feature to make it more convenient and hassle-free see the picture!"""
356,'PVR Ambience Gold Gurgaon', ['Hina Bajaj', 'Comfortable clean seats great sound and visuals. The snacks are pricey and have average taste and quality. May need an upgrade. All in all perfect place for movie date!'
357,'PVR Ambience Gold Gurgaon', ['Vignesh Babu R', 'One of the best malls that I have ever visited in India. This pvr has got all the features one who expects a real theatrical and quality experience. In addition it has a directors cut experience. Imax is an added value for pvr gold mall. …More'
358,'PVR Ambience Gold Gurgaon', ['Sakar Raut', '' '' '' '' 'THE BEST VIEWING EXPERIENCE' 'MUST VISIT' 'TRY THERE ICE  IMAX MOVIE EXPERIENCE . …More'
359,'PVR Ambience Gold Gurgaon', ['Aabhaas Walia'," 'a year ago' '' '' ""I must say that PVR Cinemas has put the convenience at the next level.It's a great luxurious and exclusive way of watching a movie.The whole place speaks of quality though highly priced. The IMAX experience is really good. …More"""
360,'PVR Ambience Gold Gurgaon', ['Food Date', 'a month ago' 'Its a nicely done pvr. One side they have sofa seats for guests to relax. There are counters and  kiosks for food items like keventers  etc. We keep visiting. Like visiting  it.'
361,'PVR Ambience Gold Gurgaon', ['Atishay Jain', 'The Sound Quality and Screen are fabulous. Overall Service is Fanatastic. Also the Gentry is awesome. Watched every MCU movie released uptill now here.'
362,'PVR Ambience Gold Gurgaon', ['Aharan R', 'The staff were nice and the movie was good not a fan of the snacks prices but oh well'
363,'PVR Ambience Gold Gurgaon', ['Naman chugh'," 'NEW' '' '' '' ""One of the finest screening i ever had seen their imax offers clearest of the clearest viewing experience seating is also very comfortable. Pvr's 99 offer also complements the experience. …More"""
364,'PVR Ambience Gold Gurgaon', ['Harjeet Singh', 'PVR cinema is nice there infrastructure and interiors are awesome But tickets snacks are costly as compare to others multiplex. The lounge and waiting area looks great. Chairs are very comfortable. I watched the KGF2 in screen 7 and it …More'
365,'PVR Ambience Gold Gurgaon', ['Random Click Videos', 'Awsome. Everything thing is fantastic: sound seats screen.'
366,'PVR Ambience Gold Gurgaon', ['srijan bhardwaj', '' '' '' '' '' '' '' '' 'I have never been to a more beautiful cinema hall. Ever.' '' 'I like watching movies in theatres every now and then and keep on checking …More'
367,'PVR Ambience Gold Gurgaon', ['Lovey Negi', 'The ambiance is great. A lot of things to be enjoyed during interval times. Food options are good but obviously over priced being inside the cinema hall.'
368,'PVR Ambience Gold Gurgaon', ['Feathers in my pockets', '4 years ago' '' '' '' '' '' '' 'Have been coming to this place since a very long time and now they have renovated it and man this surely does looks very beautiful fro. Inside as well as from outside. …More'
369,'PVR Ambience Gold Gurgaon', ['RAJEEV KUMAR'," 'a year ago' ""Excellent experience with PVR Ambience Mall Gurgaon. Felt very good over there. Very beautiful Interiors amazing waiting Area  Good and Quality food is there. Watching movie there is 7 Star Experience. seatings are  very comfortable. Washroom's are very neat and clean ."""
370,'PVR Ambience Gold Gurgaon', ['Aditya'," ""The seats were comfortable and the theater was good but the snacks experience was horrible. Apparently you can't use your cards in the billing section and have to go to a touch screen device to use your card. Why make something so bloody complicated for customers ?"""
371,'PVR Ambience Gold Gurgaon', ['Marcos rua', '' 'Seats are the best ones in india. But food is too costly . I had to settle with a cappuccino which cost me around 450 .that was the cheapest thing available there almost as much as the ticket which costs 500. The particular screen I saw the …More'
372,'PVR Ambience Gold Gurgaon', ['Tanuj Kumar', 'The common area is well built clean and maintained. The seats in the auditorium are also premium class. The ambience here is no doubt of A class era. The food is a bit pricey but that is at any movie theatre. Worth to go. To be avoided at weekends.'
373,'PVR Ambience Gold Gurgaon', ['Palash Bharadwaj'," ""If you have booked a PVR gold ticket you are going to experience the best of the best ambience there. It was my first time there and the ambience there amazed me even in the auditorium there were some limited couches which  were adjustable so it's like you can easily sleep and watch your movie for me it was like worth every penny."""
374,'PVR Ambience Gold Gurgaon', ['Ravikant manjhi', '' '' '' '' '' '' '' 'I love watching Movies but this PVR is like its unforgettable experience Ambiance Mall Thank you for this beautiful and advanced features mall & PVR in Gurgaon Guys you gona love it and come again and again here what a facility …More'
375,'PVR Ambience Gold Gurgaon', ['Shivali', 'PVR cinema is an absolutely nice place to go along with your friends. Their infrastructure is too good. Their lounge area is too big if you are visiting early before the movie starts you may find so many corners to sit and relax. I went to …More'
376,'PVR Ambience Gold Gurgaon', ['Naveen', '' '' '' '' 'AVATAR 2 👌👌IN 3D.......' 'I have visited so many places and saw many PVR but never like that.' 'PVR gold of ambience mall are so fabulous. …More'
377,'PVR Ambience Gold Gurgaon', ['Pradip Singh Tomar', 'a day ago' 'NEW' 'Nice place clean and good. Aur kya he likhu cinema hall ke review Mai. One extended screen too not so good experience'
378,'PVR Ambience Gold Gurgaon', ['Lokesh Kunduru', 'Good to watch Tollywood and Hollywood movies in Gurugram at PVR (ambience Mall).' 'Rich looking relaxing  zones.'
379,'PVR Ambience Gold Gurgaon', ['Adith E R'," ""Good place and great service. They have many screens and it's little hard to find the correct one as some times there is a lot of advertisement rather than the movie displayed on the gate."""
380,'PVR Ambience Gold Gurgaon', ['swati upadhyay'," '' ""Vited PVR Ice yesterday. I don't know what was special or different there. It's same like other PVRs except those rectangular screens which I think were useless. …More"""
381,'PVR Ambience Gold Gurgaon', ['Gunjan Chauhan', '' 'NOT WORTH AT ALL! I came to watch a movie with my husband and honestly the recliner seats that we get at INOX give exactly the same comfort at one third of the price. …More'
382,'PVR Ambience Gold Gurgaon', ['Aman Diwakar', 'Very nice. Food should not be that expensive.'
383,'PVR Ambience Gold Gurgaon', ['aishlie gupta', '' '' '' '' '' '' 'Ambience Gold spells luxury. The seats are alright but the sound system is another level. …More'
384,'PVR Ambience Gold Gurgaon', ['Ravi Chauhan', 'I had an awesome experience visiting  here. It has an incredible ambiance. I watched 83 here and trust me it gave me a once in a lifetime experience like never before. Super awesome sound🔊 and picture🖼️ quality. It made the movie worth watching. Once should come here with family👪 and friends👭👬 to have a great experience.'
385,'PVR Ambience Gold Gurgaon', ['Rudresh Gaur', 'NEW' 'Pvr are always good with maintaining the good quality structure screen and everything.' 'Food is too costly one thing i tried was good bible over tea with blue verry flavour. It was inside Ambience mall on 3rd floor'
386,'PVR Ambience Gold Gurgaon', ['Skill F', '' '' '' '' 'Best movie experience I have ever had. I must say that the team has done a great job. Extremely clean and maintain Services. …More'
387,'PVR Ambience Gold Gurgaon', ['rituraj gogoi', '' '' '' '' '' '' 'As always a pleasure to watch a movie on the big screen. And if the movie is Antman then the overall experience becomes even better. …More'
388,'PVR Ambience Gold Gurgaon', ['Akshay', '' '' '' '' 'Gold class - Most impressive food menu. One of the largest I have seen in a cinema hall. And it becomes even bigger if u combine it with the menu of the normal screens (non gold class). Service is quite good too. …More'
389,'PVR Ambience Gold Gurgaon', ['Arihant jain'," 'Pros: Comfy couch. Attentive staff.' '' ""Cons: Small screen. Too much gap between seats so feels like you're watching a movie alone. Absolutely not the value for money"""
390,'PVR Ambience Gold Gurgaon', ['Milind Patel', 'NEW' '' '' 'Theatre is a bit small and sound has a bit more more treble which hurts ur ears at high volumes. …More'
391,'PVR Ambience Gold Gurgaon', ['Rahul Kumar'," ""Primeum cinema experience I watched my first movie here in 2020 and now it's my first choice for movies they normal screen and imax also there imax is really good seats in gold are very comfortable imax seats are also comfortable and normal one are pretty good for the price overall it's a great theater I will recommend."""
392,'PVR Ambience Gold Gurgaon', ['Aditya Gautam', 'Pehle ki tarah nahi raha to be very honest' 'Old is gold wala bhi scene nahi hai' 'Waiting area is really great. with good photography spot.' 'But not worthy overall'
393,'PVR Ambience Gold Gurgaon', ['Sardhapati sah [MANAGER EDP]'," ""It's good nd neat and clean place"""
394,'PVR Ambience Gold Gurgaon', ['Dipesh Kumar Yadav DKY', 'Awesome cinema hall. Ambience is too good seats are very much comfortable. Overall a very good choice.'
395,'PVR Ambience Gold Gurgaon', ['Siddharth Anand'," 'The overall experience inside the PVR complex has improved significantly.' ""It has a huge food counter a small cafe type sitting area and Audi's anyways were always good."" 'Very polite staff.'"
396,'PVR Ambience Gold Gurgaon', ['Shubham Masand', '' '' 'Great screen and space is quite clean and large in gurgaon comparison to other malls. …More'
397,'PVR Ambience Gold Gurgaon', ['Siddharth Raj', 'Very awesome experience. Well decorated'
398,'PVR Ambience Gold Gurgaon', ['Sophie Fusion', 'They totally revamped the place. Its amazing.. love everything abt this place. Leg room is good too.'
399,'PVR Ambience Gold Gurgaon', ['SUFIYIAN AHMAD QADRI', 'a year ago' '' '' '' '' '' '' '' '' '' '' 'I have visited so many places and saw many pvt but never like that.' 'Pvr Pvr gold of ambience mall are so fabulous.' 'I was surprised when i entered into this pvr. …More'
400,'GopiKrishna Paradise A/C', ['Sagar R K', 'If u wanna experience old theatre style in Chennai City with good sound effects u can definitely get it from here.....but seats were not so comfortable!!!'
401,'GopiKrishna Paradise A/C', ['Suresh Sukumar', '4 years ago' 'It was a old theatre... Which is renovated a year ago from now. But the renovation works still going on....seat are still average... Maintenance is average and screen display also average.... The theatre has to improve in many areas.... Its …More'
402,'GopiKrishna Paradise A/C', ['Krish Tm', 'NEW' '' '' 'They cancel the show often as the crowd is not exceeding more than 5 or even lesser.... Irrespective of whatso ever the movie is... …More'
403,'GopiKrishna Paradise A/C', ['Manjula M', 'We went gopalakrishnan theatre night show 11.00pm poniyan selvam -1 .The ticket cost per head ₹200 we went family 7 members so totally ₹1400.The theatre was unhygienic and totally unclean .The snacks waste bottles etc are under the seat …More'
404,'GopiKrishna Paradise A/C', ['Ganesh Ganesh'," ""AC condition is good. Seats are nice. Audio Quality is awesome. But but but they charged Rs.200 each for just a 2K Screen( Radha)    main screen maybe 4K I'm not sure."""
405,'GopiKrishna Paradise A/C', ['Lokesh Mathew'," ""The restroom is not clean and serves local products Ac also they're turned off while mid-off movies are not recommended for families and ladies."""
406,'GopiKrishna Paradise A/C', ['R GANAPATHY', 'AC is not working at balcony (radha) screen most of the seats had been broken and restroom also not so clean and no water and they are not cleaning the theater there were splits and vomits apart from that sound quality is good | if you want to see any movie refer any other theater otherthan this theater'
407,'GopiKrishna Paradise A/C', ['Damodarran R'," 'Worst experience watching a movie .' ""Uncomfortable seating and bad ambience. Bad audio quality and unclear screen .Bad amenities and worst lighting. Not for a family. Google photos doesn't match with actual atmosphere. And also costlier canteen ."""
408,'GopiKrishna Paradise A/C', ['cristiano ronaldo', 'Good theater and big screen. Watched payum ozhi nee yanakku and good'
409,'GopiKrishna Paradise A/C', ['ISAS RAMUK'," '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'There are two screens.' ""I don't know about Screen 1. …More"""
410,'GopiKrishna Paradise A/C', ['Bala G', '5 years ago' '' '' '' '' '' '' 'Budget Theatre' '' 'Screen Quality (3/5) …More'
411,'GopiKrishna Paradise A/C', ['Rajesh Kumar'," 'We are visit varisu movie on 25 jan 2023 Night show Rukmani complex' ""Starting time 10.45pm  but he didn't start till 11.25pm worst theatre seats full of dusty bad smell don't visit gopi krishna complex"""
412,'GopiKrishna Paradise A/C', ['Karthik Subramani', '' '' '' '' '' '' 'Wasted money and time not worth for the money spent.' '' 'Charged like multiplex but no ac poor chair and bad screen no maintenance at …More'
413,'GopiKrishna Paradise A/C', ['Mohiddin Badsha'," '4 years ago' ""Very old and traditional theater Bulid in ancient times don't prefer these theater sound quality is waste and also money waste."""
414,'GopiKrishna Paradise A/C', ['TK Tamiz', 'There was no AC  theater screen was dirty' 'Sceats were infested with bed bugs.'
415,'GopiKrishna Paradise A/C', ['Muthu Kumar', 'Good screen quality and sound good spend faimly timing'
416,'GopiKrishna Paradise A/C', ['bala chandar'," '' '' ""No AC No proper Air circulation audience are suffocating. Family with kids not recommended. Car parking hilarious. If you are a very good driver then take a car to this theatre otherwise it's a difficult task. …More"""
417,'GopiKrishna Paradise A/C', ['SHAFIN KADHIR', 'Theatre seats and AC was ok but the toilet was worse and there were several drunkards which was very irritating.'
418,'GopiKrishna Paradise A/C', ['Munieswaran. U'," 'Good theatre for big screen' ""That's all"""
419,'GopiKrishna Paradise A/C', ['gopi nathan', 'Worst theater experience (Gopi krishna complex) 400 rupees waste of money in PS1 movie no sound clarity screen waste AC not good 30 mins off the ac and using fan. Now seat is very worst dust not clean the theater. Very worst theater if …More'
420,'GopiKrishna Paradise A/C', ['Nanda Nithin', 'The worst theater I never went before in Chennai no AC no cleanliness worst ever theater'
421,'GopiKrishna Paradise A/C', ['SSK V', 'Theatre sound was nice  and First class tickets seat are good  but Theatre staff was so rude and un professional guys  Old Theatre'
422,'GopiKrishna Paradise A/C', ['Gopi Krish', 'Local movie theater experience not maintaining proper hygiene cleannesseven toilet also not maintain proper hygiene..'
423,'GopiKrishna Paradise A/C', ['vijay vijay'," ""Before pongal only is waste now it's good to spend time with family"""
424,'GopiKrishna Paradise A/C', ['Naveen Doss'," ""This review is for rukumani screen. Worst movie theater experience. Only in the name is given as AC and 4K. But in reality it's nothing. The door was opened to get air. Seats are very bad. Car Parking is very bad here. Very difficult to get in and get out. Need a lot to improve."""
